Iteration,Source_Folder,Image_File,GroundTruth_ID,Detected_ID,Similarity_Score,Threshold,Status,Result_Description
284,New_Images,007645.jpg,7645,UNRECOGNIZED,0.2301,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
285,Real Images,002754.jpg,2754,2754,1,0.35,TP,CORRECT_MATCH
286,New_Images,009146.jpg,9146,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
287,Real Images,003029.jpg,3029,3029,1,0.35,TP,CORRECT_MATCH
288,Real Images,000117.jpg,117,117,1,0.35,TP,CORRECT_MATCH
289,Real Images,003349.jpg,3349,3349,1,0.35,TP,CORRECT_MATCH
290,Real Images,001473.jpg,1473,1473,1,0.35,TP,CORRECT_MATCH
291,Real Images,001346.jpg,1346,1346,1,0.35,TP,CORRECT_MATCH
292,Real Images,002798.jpg,2798,2798,1,0.35,TP,CORRECT_MATCH
293,New_Images,009569.jpg,9569,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
294,New_Images,005691.jpg,5691,UNRECOGNIZED,0.2589,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
295,Real Images,000090.jpg,90,90,1,0.35,TP,CORRECT_MATCH
296,New_Images,005907.jpg,5907,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
297,Real Images,001697.jpg,1697,1697,1,0.35,TP,CORRECT_MATCH
298,New_Images,007272.jpg,7272,UNRECOGNIZED,0.2508,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
299,Real Images,001910.jpg,1910,1910,1,0.35,TP,CORRECT_MATCH
300,New_Images,007209.jpg,7209,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
301,New_Images,006727.jpg,6727,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
302,New_Images,008339.jpg,8339,UNRECOGNIZED,0.2066,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
303,Real Images,002488.jpg,2488,2488,1,0.35,TP,CORRECT_MATCH
304,Real Images,002529.jpg,2529,2529,1,0.35,TP,CORRECT_MATCH
305,New_Images,007050.jpg,7050,UNRECOGNIZED,0.3334,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
306,Real Images,004056.jpg,4056,4056,1,0.35,TP,CORRECT_MATCH
307,New_Images,006355.jpg,6355,UNRECOGNIZED,0.2461,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
308,New_Images,006034.jpg,6034,UNRECOGNIZED,0.2669,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
309,Real Images,001242.jpg,1242,1242,1,0.35,TP,CORRECT_MATCH
310,Real Images,000081.jpg,81,81,1,0.35,TP,CORRECT_MATCH
311,Real Images,004913.jpg,4913,4913,1,0.35,TP,CORRECT_MATCH
312,New_Images,009213.jpg,9213,UNRECOGNIZED,0.2382,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
313,New_Images,007684.jpg,7684,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
314,Real Images,000248.jpg,248,248,1,0.35,TP,CORRECT_MATCH
315,Real Images,003954.jpg,3954,3954,1,0.35,TP,CORRECT_MATCH
316,Real Images,002425.jpg,2425,2425,1,0.35,TP,CORRECT_MATCH
317,New_Images,005755.jpg,5755,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
318,New_Images,008570.jpg,8570,UNRECOGNIZED,0.2599,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
319,Real Images,000389.jpg,389,389,1,0.35,TP,CORRECT_MATCH
320,Real Images,002850.jpg,2850,2850,1,0.35,TP,CORRECT_MATCH
321,New_Images,006287.jpg,6287,UNRECOGNIZED,0.2424,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
322,Real Images,001143.jpg,1143,1143,1,0.35,TP,CORRECT_MATCH
323,New_Images,009207.jpg,9207,UNRECOGNIZED,0.2156,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
324,Real Images,000848.jpg,848,848,1,0.35,TP,CORRECT_MATCH
325,New_Images,006646.jpg,6646,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
326,New_Images,008758.jpg,8758,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
327,New_Images,009420.jpg,9420,UNRECOGNIZED,0.2192,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
328,Real Images,000478.jpg,478,478,1,0.35,TP,CORRECT_MATCH
329,Real Images,001591.jpg,1591,1591,1,0.35,TP,CORRECT_MATCH
330,New_Images,006267.jpg,6267,UNRECOGNIZED,0.2757,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
331,New_Images,008533.jpg,8533,UNRECOGNIZED,0.2441,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
332,New_Images,007061.jpg,7061,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
333,Real Images,003128.jpg,3128,3128,1,0.35,TP,CORRECT_MATCH
334,Real Images,001029.jpg,1029,1029,1,0.35,TP,CORRECT_MATCH
335,New_Images,007184.jpg,7184,UNRECOGNIZED,0.2863,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
336,New_Images,005700.jpg,5700,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
337,Real Images,004069.jpg,4069,4069,1,0.35,TP,CORRECT_MATCH
338,New_Images,007442.jpg,7442,UNRECOGNIZED,0.2301,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
339,Real Images,003694.jpg,3694,3694,1,0.35,TP,CORRECT_MATCH
340,Real Images,000531.jpg,531,531,1,0.35,TP,CORRECT_MATCH
341,New_Images,006351.jpg,6351,UNRECOGNIZED,0.2344,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
342,New_Images,008693.jpg,8693,UNRECOGNIZED,0.2626,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
343,New_Images,009590.jpg,9590,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
344,Real Images,001524.jpg,1524,1524,1,0.35,TP,CORRECT_MATCH
345,New_Images,005021.jpg,5021,UNRECOGNIZED,0.302,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
346,Real Images,003176.jpg,3176,3176,1,0.35,TP,CORRECT_MATCH
347,Real Images,001677.jpg,1677,1677,1,0.35,TP,CORRECT_MATCH
348,Real Images,000683.jpg,683,683,1,0.35,TP,CORRECT_MATCH
349,New_Images,005456.jpg,5456,UNRECOGNIZED,0.2151,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
350,Real Images,001874.jpg,1874,1874,1,0.35,TP,CORRECT_MATCH
351,Real Images,003364.jpg,3364,3364,1,0.35,TP,CORRECT_MATCH
352,Real Images,000817.jpg,817,817,1,0.35,TP,CORRECT_MATCH
353,Real Images,002667.jpg,2667,2667,1,0.35,TP,CORRECT_MATCH
354,Real Images,000546.jpg,546,546,1,0.35,TP,CORRECT_MATCH
355,Real Images,003757.jpg,3757,3757,1,0.35,TP,CORRECT_MATCH
356,Real Images,003215.jpg,3215,3215,1,0.35,TP,CORRECT_MATCH
357,New_Images,008708.jpg,8708,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
358,Real Images,002350.jpg,2350,2350,1,0.35,TP,CORRECT_MATCH
359,Real Images,004079.jpg,4079,4079,1,0.35,TP,CORRECT_MATCH
360,New_Images,007937.jpg,7937,UNRECOGNIZED,0.253,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
361,New_Images,008114.jpg,8114,UNRECOGNIZED,0.2171,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
362,Real Images,004716.jpg,4716,4716,1,0.35,TP,CORRECT_MATCH
363,New_Images,009228.jpg,9228,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
364,Real Images,000390.jpg,390,390,1,0.35,TP,CORRECT_MATCH
365,Real Images,003214.jpg,3214,3214,1,0.35,TP,CORRECT_MATCH
366,Real Images,001967.jpg,1967,1967,1,0.35,TP,CORRECT_MATCH
367,Real Images,002066.jpg,2066,2066,1,0.35,TP,CORRECT_MATCH
368,Real Images,004982.jpg,4982,4982,1,0.35,TP,CORRECT_MATCH
369,New_Images,008739.jpg,8739,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
370,Real Images,000558.jpg,558,558,1,0.35,TP,CORRECT_MATCH
371,Real Images,004030.jpg,4030,4030,1,0.35,TP,CORRECT_MATCH
372,Real Images,002730.jpg,2730,2730,1,0.35,TP,CORRECT_MATCH
373,New_Images,007849.jpg,7849,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
374,New_Images,008932.jpg,8932,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
375,Real Images,002923.jpg,2923,2923,1,0.35,TP,CORRECT_MATCH
376,New_Images,005521.jpg,5521,UNRECOGNIZED,0.2698,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
377,New_Images,005827.jpg,5827,UNRECOGNIZED,0.2185,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
378,Real Images,002142.jpg,2142,2142,1,0.35,TP,CORRECT_MATCH
379,Real Images,003719.jpg,3719,3719,1,0.35,TP,CORRECT_MATCH
380,Real Images,001729.jpg,1729,1729,1,0.35,TP,CORRECT_MATCH
381,New_Images,006805.jpg,6805,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
382,Real Images,002329.jpg,2329,2329,1,0.35,TP,CORRECT_MATCH
383,New_Images,009432.jpg,9432,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
384,New_Images,007444.jpg,7444,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
385,New_Images,008511.jpg,8511,UNRECOGNIZED,0.2672,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
386,New_Images,005785.jpg,5785,UNRECOGNIZED,0.3076,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
387,New_Images,006778.jpg,6778,UNRECOGNIZED,0.2611,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
388,New_Images,006594.jpg,6594,UNRECOGNIZED,0.3274,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
389,Real Images,002506.jpg,2506,2506,1,0.35,TP,CORRECT_MATCH
390,New_Images,007440.jpg,7440,UNRECOGNIZED,0.228,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
391,Real Images,004302.jpg,4302,4302,1,0.35,TP,CORRECT_MATCH
392,Real Images,001667.jpg,1667,1667,1,0.35,TP,CORRECT_MATCH
393,New_Images,008895.jpg,8895,UNRECOGNIZED,0.2539,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
394,Real Images,003895.jpg,3895,3895,1,0.35,TP,CORRECT_MATCH
395,Real Images,000528.jpg,528,528,1,0.35,TP,CORRECT_MATCH
396,Real Images,004819.jpg,4819,4819,1,0.35,TP,CORRECT_MATCH
397,New_Images,005817.jpg,5817,UNRECOGNIZED,0.2214,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
398,New_Images,005474.jpg,5474,UNRECOGNIZED,0.2668,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
399,New_Images,009145.jpg,9145,UNRECOGNIZED,0.2213,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
400,New_Images,006430.jpg,6430,UNRECOGNIZED,0.2737,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
401,New_Images,008135.jpg,8135,UNRECOGNIZED,0.2875,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
402,New_Images,006739.jpg,6739,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
403,New_Images,006206.jpg,6206,UNRECOGNIZED,0.2509,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
404,Real Images,004596.jpg,4596,4596,1,0.35,TP,CORRECT_MATCH
405,Real Images,001107.jpg,1107,1107,1,0.35,TP,CORRECT_MATCH
406,New_Images,006852.jpg,6852,UNRECOGNIZED,0.3028,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
407,New_Images,007829.jpg,7829,UNRECOGNIZED,0.2062,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
408,New_Images,006394.jpg,6394,UNRECOGNIZED,0.3072,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
409,Real Images,003960.jpg,3960,3960,1,0.35,TP,CORRECT_MATCH
410,New_Images,007850.jpg,7850,UNRECOGNIZED,0.2171,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
411,Real Images,000562.jpg,562,562,1,0.35,TP,CORRECT_MATCH
412,Real Images,003280.jpg,3280,3280,1,0.35,TP,CORRECT_MATCH
413,New_Images,006146.jpg,6146,UNRECOGNIZED,0.2516,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
414,Real Images,003915.jpg,3915,3915,1,0.35,TP,CORRECT_MATCH
415,New_Images,006048.jpg,6048,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
416,Real Images,003665.jpg,3665,3665,1,0.35,TP,CORRECT_MATCH
417,New_Images,006651.jpg,6651,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
418,Real Images,004149.jpg,4149,4149,1,0.35,TP,CORRECT_MATCH
419,Real Images,002105.jpg,2105,2105,1,0.35,TP,CORRECT_MATCH
420,Real Images,000418.jpg,418,418,1,0.35,TP,CORRECT_MATCH
421,New_Images,009367.jpg,9367,UNRECOGNIZED,0.2767,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
422,Real Images,001460.jpg,1460,1460,1,0.35,TP,CORRECT_MATCH
423,Real Images,000008.jpg,8,8,1,0.35,TP,CORRECT_MATCH
424,New_Images,005215.jpg,5215,UNRECOGNIZED,0.2355,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
425,New_Images,006523.jpg,6523,UNRECOGNIZED,0.2233,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
426,New_Images,009560.jpg,9560,UNRECOGNIZED,0.2911,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
427,New_Images,008867.jpg,8867,UNRECOGNIZED,0.241,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
428,Real Images,000412.jpg,412,412,1,0.35,TP,CORRECT_MATCH
429,Real Images,002006.jpg,2006,2006,1,0.35,TP,CORRECT_MATCH
430,New_Images,007543.jpg,7543,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
431,Real Images,000541.jpg,541,541,1,0.35,TP,CORRECT_MATCH
432,Real Images,000458.jpg,458,458,1,0.35,TP,CORRECT_MATCH
433,New_Images,009554.jpg,9554,UNRECOGNIZED,0.2474,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
434,Real Images,000798.jpg,798,798,1,0.35,TP,CORRECT_MATCH
435,Real Images,000916.jpg,916,916,1,0.35,TP,CORRECT_MATCH
436,Real Images,002436.jpg,2436,2436,1,0.35,TP,CORRECT_MATCH
437,Real Images,002060.jpg,2060,2060,1,0.35,TP,CORRECT_MATCH
438,Real Images,002408.jpg,2408,2408,1,0.35,TP,CORRECT_MATCH
439,Real Images,000250.jpg,250,250,1,0.35,TP,CORRECT_MATCH
440,New_Images,006405.jpg,6405,UNRECOGNIZED,0.2904,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
441,Real Images,003361.jpg,3361,3361,1,0.35,TP,CORRECT_MATCH
442,Real Images,002837.jpg,2837,2837,1,0.35,TP,CORRECT_MATCH
443,New_Images,009329.jpg,9329,UNRECOGNIZED,0.2645,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
444,New_Images,005638.jpg,5638,UNRECOGNIZED,0.3134,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
445,Real Images,000355.jpg,355,355,1,0.35,TP,CORRECT_MATCH
446,Real Images,004154.jpg,4154,4154,1,0.35,TP,CORRECT_MATCH
447,Real Images,004639.jpg,4639,4639,1,0.35,TP,CORRECT_MATCH
448,New_Images,008598.jpg,8598,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
449,New_Images,005683.jpg,5683,UNRECOGNIZED,0.2553,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
450,New_Images,005222.jpg,5222,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
451,New_Images,008241.jpg,8241,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
452,New_Images,007956.jpg,7956,UNRECOGNIZED,0.2582,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
453,New_Images,006890.jpg,6890,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
454,Real Images,004330.jpg,4330,4330,1,0.35,TP,CORRECT_MATCH
455,Real Images,003552.jpg,3552,3552,1,0.35,TP,CORRECT_MATCH
456,New_Images,006810.jpg,6810,UNRECOGNIZED,0.2559,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
457,Real Images,002110.jpg,2110,2110,1,0.35,TP,CORRECT_MATCH
458,New_Images,007368.jpg,7368,UNRECOGNIZED,0.2574,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
459,Real Images,002122.jpg,2122,2122,1,0.35,TP,CORRECT_MATCH
460,New_Images,008308.jpg,8308,UNRECOGNIZED,0.2375,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
461,Real Images,004064.jpg,4064,4064,1,0.35,TP,CORRECT_MATCH
462,Real Images,000725.jpg,725,725,1,0.35,TP,CORRECT_MATCH
463,New_Images,009014.jpg,9014,UNRECOGNIZED,0.2083,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
464,Real Images,002040.jpg,2040,2040,1,0.35,TP,CORRECT_MATCH
465,New_Images,009111.jpg,9111,UNRECOGNIZED,0.1925,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
466,New_Images,008712.jpg,8712,UNRECOGNIZED,0.2517,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
467,New_Images,008055.jpg,8055,UNRECOGNIZED,0.2489,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
468,New_Images,006923.jpg,6923,UNRECOGNIZED,0.2582,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
469,Real Images,003148.jpg,3148,3148,1,0.35,TP,CORRECT_MATCH
470,Real Images,003265.jpg,3265,3265,1,0.35,TP,CORRECT_MATCH
471,Real Images,004188.jpg,4188,4188,1,0.35,TP,CORRECT_MATCH
472,New_Images,005950.jpg,5950,UNRECOGNIZED,0.2457,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
473,New_Images,007130.jpg,7130,UNRECOGNIZED,0.2943,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
474,New_Images,007982.jpg,7982,UNRECOGNIZED,0.2318,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
475,Real Images,002067.jpg,2067,2067,1,0.35,TP,CORRECT_MATCH
476,New_Images,009616.jpg,9616,UNRECOGNIZED,0.2898,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
477,New_Images,005275.jpg,5275,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
478,New_Images,005497.jpg,5497,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
479,Real Images,004663.jpg,4663,4663,1,0.35,TP,CORRECT_MATCH
480,Real Images,004749.jpg,4749,4749,1,0.35,TP,CORRECT_MATCH
481,New_Images,009163.jpg,9163,UNRECOGNIZED,0.2832,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
482,Real Images,000449.jpg,449,449,1,0.35,TP,CORRECT_MATCH
483,New_Images,007366.jpg,7366,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
484,Real Images,003462.jpg,3462,3462,1,0.35,TP,CORRECT_MATCH
485,New_Images,007376.jpg,7376,UNRECOGNIZED,0.2394,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
486,New_Images,005728.jpg,5728,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
487,New_Images,005857.jpg,5857,UNRECOGNIZED,0.2457,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
488,Real Images,003224.jpg,3224,3224,1,0.35,TP,CORRECT_MATCH
489,New_Images,008460.jpg,8460,UNRECOGNIZED,0.2422,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
490,Real Images,003732.jpg,3732,3732,1,0.35,TP,CORRECT_MATCH
491,Real Images,004914.jpg,4914,4914,1,0.35,TP,CORRECT_MATCH
492,Real Images,002500.jpg,2500,2500,1,0.35,TP,CORRECT_MATCH
493,Real Images,003198.jpg,3198,3198,1,0.35,TP,CORRECT_MATCH
494,Real Images,002424.jpg,2424,2424,1,0.35,TP,CORRECT_MATCH
495,New_Images,008601.jpg,8601,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
496,Real Images,004357.jpg,4357,4357,1,0.35,TP,CORRECT_MATCH
497,Real Images,000900.jpg,900,900,1,0.35,TP,CORRECT_MATCH
498,New_Images,008869.jpg,8869,UNRECOGNIZED,0.2557,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
499,Real Images,001846.jpg,1846,1846,1,0.35,TP,CORRECT_MATCH
500,Real Images,002555.jpg,2555,2555,1,0.35,TP,CORRECT_MATCH
501,New_Images,005467.jpg,5467,UNRECOGNIZED,0.253,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
502,Real Images,001773.jpg,1773,1773,1,0.35,TP,CORRECT_MATCH
503,Real Images,001300.jpg,1300,1300,1,0.35,TP,CORRECT_MATCH
504,Real Images,003354.jpg,3354,3354,1,0.35,TP,CORRECT_MATCH
505,Real Images,003316.jpg,3316,3316,1,0.35,TP,CORRECT_MATCH
506,Real Images,003307.jpg,3307,3307,1,0.35,TP,CORRECT_MATCH
507,Real Images,002890.jpg,2890,2890,1,0.35,TP,CORRECT_MATCH
508,New_Images,008210.jpg,8210,UNRECOGNIZED,0.2586,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
509,Real Images,003668.jpg,3668,3668,1,0.35,TP,CORRECT_MATCH
510,New_Images,005245.jpg,5245,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
511,New_Images,006624.jpg,6624,UNRECOGNIZED,0.2614,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
512,Real Images,004991.jpg,4991,4991,1,0.35,TP,CORRECT_MATCH
513,New_Images,006319.jpg,6319,UNRECOGNIZED,0.2593,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
514,Real Images,003286.jpg,3286,3286,1,0.35,TP,CORRECT_MATCH
515,New_Images,007525.jpg,7525,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
516,Real Images,004708.jpg,4708,4708,1,0.35,TP,CORRECT_MATCH
517,Real Images,002170.jpg,2170,2170,1,0.35,TP,CORRECT_MATCH
518,Real Images,001302.jpg,1302,1302,1,0.35,TP,CORRECT_MATCH
519,Real Images,003533.jpg,3533,3533,1,0.35,TP,CORRECT_MATCH
520,New_Images,006959.jpg,6959,UNRECOGNIZED,0.2357,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
521,Real Images,001706.jpg,1706,1706,1,0.35,TP,CORRECT_MATCH
522,New_Images,008573.jpg,8573,UNRECOGNIZED,0.2271,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
523,New_Images,008486.jpg,8486,UNRECOGNIZED,0.3032,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
524,New_Images,006983.jpg,6983,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
525,New_Images,006085.jpg,6085,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
526,Real Images,002099.jpg,2099,2099,1,0.35,TP,CORRECT_MATCH
527,Real Images,002875.jpg,2875,2875,1,0.35,TP,CORRECT_MATCH
528,Real Images,004971.jpg,4971,4971,1,0.35,TP,CORRECT_MATCH
529,Real Images,003806.jpg,3806,3806,1,0.35,TP,CORRECT_MATCH
530,New_Images,009280.jpg,9280,UNRECOGNIZED,0.2392,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
531,Real Images,000803.jpg,803,803,1,0.35,TP,CORRECT_MATCH
532,New_Images,005736.jpg,5736,UNRECOGNIZED,0.2175,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
533,Real Images,003772.jpg,3772,3772,1,0.35,TP,CORRECT_MATCH
534,New_Images,005166.jpg,5166,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
535,Real Images,002232.jpg,2232,2232,1,0.35,TP,CORRECT_MATCH
536,Real Images,001530.jpg,1530,1530,1,0.35,TP,CORRECT_MATCH
537,Real Images,002026.jpg,2026,2026,1,0.35,TP,CORRECT_MATCH
538,Real Images,002111.jpg,2111,2111,1,0.35,TP,CORRECT_MATCH
539,Real Images,000191.jpg,191,191,1,0.35,TP,CORRECT_MATCH
540,New_Images,005584.jpg,5584,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
541,Real Images,003861.jpg,3861,3861,1,0.35,TP,CORRECT_MATCH
542,Real Images,002788.jpg,2788,2788,1,0.35,TP,CORRECT_MATCH
543,Real Images,001723.jpg,1723,1723,1,0.35,TP,CORRECT_MATCH
544,Real Images,000275.jpg,275,275,1,0.35,TP,CORRECT_MATCH
545,Real Images,001660.jpg,1660,1660,1,0.35,TP,CORRECT_MATCH
546,New_Images,006591.jpg,6591,UNRECOGNIZED,0.2367,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
547,Real Images,002364.jpg,2364,2364,1,0.35,TP,CORRECT_MATCH
548,New_Images,008278.jpg,8278,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
549,New_Images,008279.jpg,8279,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
550,Real Images,004259.jpg,4259,4259,1,0.35,TP,CORRECT_MATCH
551,Real Images,003910.jpg,3910,3910,1,0.35,TP,CORRECT_MATCH
552,Real Images,004035.jpg,4035,4035,1,0.35,TP,CORRECT_MATCH
553,New_Images,005840.jpg,5840,UNRECOGNIZED,0.2222,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
554,New_Images,006286.jpg,6286,UNRECOGNIZED,0.3149,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
555,New_Images,005308.jpg,5308,UNRECOGNIZED,0.2496,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
556,New_Images,009380.jpg,9380,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
557,New_Images,009400.jpg,9400,UNRECOGNIZED,0.2469,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
558,Real Images,001000.jpg,1000,1000,1,0.35,TP,CORRECT_MATCH
559,New_Images,006001.jpg,6001,UNRECOGNIZED,0.237,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
560,New_Images,006649.jpg,6649,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
561,New_Images,009424.jpg,9424,UNRECOGNIZED,0.2108,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
562,Real Images,004876.jpg,4876,4876,1,0.35,TP,CORRECT_MATCH
563,Real Images,004101.jpg,4101,4101,1,0.35,TP,CORRECT_MATCH
564,New_Images,008537.jpg,8537,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
565,New_Images,008715.jpg,8715,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
566,Real Images,004911.jpg,4911,4911,1,0.35,TP,CORRECT_MATCH
567,Real Images,002987.jpg,2987,2987,1,0.35,TP,CORRECT_MATCH
568,New_Images,007410.jpg,7410,UNRECOGNIZED,0.251,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
569,Real Images,001654.jpg,1654,1654,1,0.35,TP,CORRECT_MATCH
570,Real Images,000183.jpg,183,183,1,0.35,TP,CORRECT_MATCH
571,Real Images,001630.jpg,1630,1630,1,0.35,TP,CORRECT_MATCH
572,New_Images,006234.jpg,6234,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
